Division	Category	Gene Symbol
Matrisome-associated	ECM Regulators	MASP1
Matrisome-associated	ECM Regulators	MASP2
Matrisome-associated	ECM Regulators	MEP1A
Matrisome-associated	ECM Regulators	MEP1B
Matrisome-associated	ECM Regulators	MMP1
Matrisome-associated	ECM Regulators	MMP10
Matrisome-associated	ECM Regulators	MMP11
Matrisome-associated	ECM Regulators	MMP12
Matrisome-associated	ECM Regulators	MMP13
Matrisome-associated	ECM Regulators	MMP14
Matrisome-associated	ECM Regulators	MMP15
Matrisome-associated	ECM Regulators	MMP16
Matrisome-associated	ECM Regulators	MMP17
Matrisome-associated	ECM Regulators	MMP19
Matrisome-associated	ECM Regulators	MMP2
Matrisome-associated	ECM Regulators	MMP20
Matrisome-associated	ECM Regulators	MMP21
Matrisome-associated	ECM Regulators	MMP23B
Matrisome-associated	ECM Regulators	MMP24
Matrisome-associated	ECM Regulators	MMP25
Matrisome-associated	ECM Regulators	MMP26
Matrisome-associated	ECM Regulators	MMP27
Matrisome-associated	ECM Regulators	MMP28
Matrisome-associated	ECM Regulators	MMP3
Matrisome-associated	ECM Regulators	MMP7
Matrisome-associated	ECM Regulators	MMP8
Matrisome-associated	ECM Regulators	MMP9
Matrisome-associated	ECM Regulators	NGLY1
Matrisome-associated	ECM Regulators	OGFOD1
Matrisome-associated	ECM Regulators	OGFOD2
Matrisome-associated	ECM Regulators	P4HA1
Matrisome-associated	ECM Regulators	P4HA2
Matrisome-associated	ECM Regulators	P4HA3
Matrisome-associated	ECM Regulators	P4HTM
Matrisome-associated	ECM Regulators	PAMR1
Matrisome-associated	ECM Regulators	PAPPA
Matrisome-associated	ECM Regulators	PAPPA2
Matrisome-associated	ECM Regulators	PCSK5
Matrisome-associated	ECM Regulators	PCSK6
Matrisome-associated	ECM Regulators	PI3
Matrisome-associated	ECM Regulators	PLAT
Matrisome-associated	ECM Regulators	PLAU
Matrisome-associated	ECM Regulators	PLG
Matrisome-associated	ECM Regulators	PLOD1
Matrisome-associated	ECM Regulators	PLOD2
Matrisome-associated	ECM Regulators	PLOD3
Matrisome-associated	ECM Regulators	PRSS1
Matrisome-associated	ECM Regulators	PRSS12
Matrisome-associated	ECM Regulators	PRSS2
Matrisome-associated	ECM Regulators	PRSS3
Matrisome-associated	ECM Regulators	PZP
Matrisome-associated	ECM Regulators	SERPINA1
Matrisome-associated	ECM Regulators	SERPINA10
Matrisome-associated	ECM Regulators	SERPINA11
Matrisome-associated	ECM Regulators	SERPINA12
Matrisome-associated	ECM Regulators	SERPINA2
Matrisome-associated	ECM Regulators	SERPINA3
Matrisome-associated	ECM Regulators	SERPINA4
Matrisome-associated	ECM Regulators	SERPINA5
Matrisome-associated	ECM Regulators	SERPINA6
Matrisome-associated	ECM Regulators	SERPINA7
Matrisome-associated	ECM Regulators	SERPINA9
Matrisome-associated	ECM Regulators	SERPINB1
Matrisome-associated	ECM Regulators	SERPINB10
Matrisome-associated	ECM Regulators	SERPINB11
Matrisome-associated	ECM Regulators	SERPINB12
Matrisome-associated	ECM Regulators	SERPINB13
Matrisome-associated	ECM Regulators	SERPINB2
Matrisome-associated	ECM Regulators	SERPINB3
Matrisome-associated	ECM Regulators	SERPINB4
Matrisome-associated	ECM Regulators	SERPINB5
Matrisome-associated	ECM Regulators	SERPINB6
Matrisome-associated	ECM Regulators	SERPINB7
Matrisome-associated	ECM Regulators	SERPINB8
Matrisome-associated	ECM Regulators	SERPINB9
Matrisome-associated	ECM Regulators	SERPINC1
Matrisome-associated	ECM Regulators	SERPIND1
Matrisome-associated	ECM Regulators	SERPINE1
Matrisome-associated	ECM Regulators	SERPINE2
Matrisome-associated	ECM Regulators	SERPINE3
Matrisome-associated	ECM Regulators	SERPINF1
Matrisome-associated	ECM Regulators	SERPINF2
Matrisome-associated	ECM Regulators	SERPING1
Matrisome-associated	ECM Regulators	SERPINH1
Matrisome-associated	ECM Regulators	SERPINI1
Matrisome-associated	ECM Regulators	SERPINI2
Matrisome-associated	ECM Regulators	SLPI
Matrisome-associated	ECM Regulators	SPAM1
Matrisome-associated	ECM Regulators	ST14
Matrisome-associated	ECM Regulators	SULF1
Matrisome-associated	ECM Regulators	SULF2
Matrisome-associated	ECM Regulators	TGM1
Matrisome-associated	ECM Regulators	TGM2
Matrisome-associated	ECM Regulators	TGM3
Matrisome-associated	ECM Regulators	TGM4
Matrisome-associated	ECM Regulators	TGM5
Matrisome-associated	ECM Regulators	TGM6
Matrisome-associated	ECM Regulators	TGM7
Matrisome-associated	ECM Regulators	TIMP1
Matrisome-associated	ECM Regulators	TIMP2
Matrisome-associated	ECM Regulators	TIMP3
Matrisome-associated	ECM Regulators	TIMP4
Matrisome-associated	ECM Regulators	TLL1
Matrisome-associated	ECM Regulators	TLL2
Matrisome-associated	ECM Regulators	TMPRSS15
Matrisome-associated	Secreted Factors	AMH
Matrisome-associated	Secreted Factors	ANGPT1
Matrisome-associated	Secreted Factors	ANGPT2
Matrisome-associated	Secreted Factors	ANGPT4
Matrisome-associated	Secreted Factors	ANGPTL1
Matrisome-associated	Secreted Factors	ANGPTL2
Matrisome-associated	Secreted Factors	ANGPTL3
Matrisome-associated	Secreted Factors	ANGPTL4
Matrisome-associated	Secreted Factors	ANGPTL5
Matrisome-associated	Secreted Factors	ANGPTL6
Matrisome-associated	Secreted Factors	ANGPTL7
Matrisome-associated	Secreted Factors	AREG
Matrisome-associated	Secreted Factors	ARTN
Matrisome-associated	Secreted Factors	BDNF
Matrisome-associated	Secreted Factors	BMP10
Matrisome-associated	Secreted Factors	BMP15
Matrisome-associated	Secreted Factors	BMP2
Matrisome-associated	Secreted Factors	BMP3
Matrisome-associated	Secreted Factors	BMP4
Matrisome-associated	Secreted Factors	BMP5
Matrisome-associated	Secreted Factors	BMP6
Matrisome-associated	Secreted Factors	BMP7
Matrisome-associated	Secreted Factors	BMP8A
Matrisome-associated	Secreted Factors	BMP8B
Matrisome-associated	Secreted Factors	BRINP2
Matrisome-associated	Secreted Factors	BRINP3
Matrisome-associated	Secreted Factors	BTC
Matrisome-associated	Secreted Factors	C1QTNF9B
Matrisome-associated	Secreted Factors	CBLN1
Matrisome-associated	Secreted Factors	CBLN2
Matrisome-associated	Secreted Factors	CBLN3
Matrisome-associated	Secreted Factors	CBLN4
Matrisome-associated	Secreted Factors	CCBE1
Matrisome-associated	Secreted Factors	CCL1
Matrisome-associated	Secreted Factors	CCL11
Matrisome-associated	Secreted Factors	CCL13
Matrisome-associated	Secreted Factors	CCL14
Matrisome-associated	Secreted Factors	CCL15
Matrisome-associated	Secreted Factors	CCL16
Matrisome-associated	Secreted Factors	CCL17
Matrisome-associated	Secreted Factors	CCL18
Matrisome-associated	Secreted Factors	CCL19
Matrisome-associated	Secreted Factors	CCL2
Matrisome-associated	Secreted Factors	CCL20
Matrisome-associated	Secreted Factors	CCL21
Matrisome-associated	Secreted Factors	CCL22
Matrisome-associated	Secreted Factors	CCL23
Matrisome-associated	Secreted Factors	CCL24
Matrisome-associated	Secreted Factors	CCL25
Matrisome-associated	Secreted Factors	CCL26
Matrisome-associated	Secreted Factors	CCL27
Matrisome-associated	Secreted Factors	CCL28
Matrisome-associated	Secreted Factors	CCL3
Matrisome-associated	Secreted Factors	CCL3L3
Matrisome-associated	Secreted Factors	CCL4
Matrisome-associated	Secreted Factors	CCL4L1
Matrisome-associated	Secreted Factors	CCL4L2
Matrisome-associated	Secreted Factors	CCL5
Matrisome-associated	Secreted Factors	CCL7
Matrisome-associated	Secreted Factors	CCL8
Matrisome-associated	Secreted Factors	CFC1
Matrisome-associated	Secreted Factors	CFC1B
Matrisome-associated	Secreted Factors	CHRD
Matrisome-associated	Secreted Factors	CHRDL1
Matrisome-associated	Secreted Factors	CHRDL2
Matrisome-associated	Secreted Factors	CLCF1
Matrisome-associated	Secreted Factors	CNTF
Matrisome-associated	Secreted Factors	CRHBP
Matrisome-associated	Secreted Factors	CRLF1
Matrisome-associated	Secreted Factors	CRLF3
Matrisome-associated	Secreted Factors	CRNN
Matrisome-associated	Secreted Factors	CSF1
Matrisome-associated	Secreted Factors	CSF2
Matrisome-associated	Secreted Factors	CSF3
Matrisome-associated	Secreted Factors	CSH1
Matrisome-associated	Secreted Factors	CSH2
Matrisome-associated	Secreted Factors	CSHL1
Matrisome-associated	Secreted Factors	CTF1
Matrisome-associated	Secreted Factors	CX3CL1
Matrisome-associated	Secreted Factors	CXCL1
Matrisome-associated	Secreted Factors	CXCL10
Matrisome-associated	Secreted Factors	CXCL11
Matrisome-associated	Secreted Factors	CXCL12
Matrisome-associated	Secreted Factors	CXCL13
Matrisome-associated	Secreted Factors	CXCL14
Matrisome-associated	Secreted Factors	CXCL2
Matrisome-associated	Secreted Factors	CXCL3
Matrisome-associated	Secreted Factors	CXCL5
Matrisome-associated	Secreted Factors	CXCL6
Matrisome-associated	Secreted Factors	CXCL8
Matrisome-associated	Secreted Factors	CXCL9
Matrisome-associated	Secreted Factors	DHH
Matrisome-associated	Secreted Factors	EBI3
Matrisome-associated	Secreted Factors	EDA
Matrisome-associated	Secreted Factors	EGF
Matrisome-associated	Secreted Factors	EGFL6
Matrisome-associated	Secreted Factors	EGFL7
Matrisome-associated	Secreted Factors	EGFL8
Matrisome-associated	Secreted Factors	EPGN
Matrisome-associated	Secreted Factors	EPO
Matrisome-associated	Secreted Factors	EREG
Matrisome-associated	Secreted Factors	FASLG
Matrisome-associated	Secreted Factors	FGF1
Matrisome-associated	Secreted Factors	FGF10
Matrisome-associated	Secreted Factors	FGF11
Matrisome-associated	Secreted Factors	FGF12
Matrisome-associated	Secreted Factors	FGF13
Matrisome-associated	Secreted Factors	FGF14
Matrisome-associated	Secreted Factors	FGF16
Matrisome-associated	Secreted Factors	FGF17
Matrisome-associated	Secreted Factors	FGF18
Matrisome-associated	Secreted Factors	FGF19
Matrisome-associated	Secreted Factors	FGF2
Matrisome-associated	Secreted Factors	FGF20
Matrisome-associated	Secreted Factors	FGF21
Matrisome-associated	Secreted Factors	FGF22
Matrisome-associated	Secreted Factors	FGF23
Matrisome-associated	Secreted Factors	FGF3
Matrisome-associated	Secreted Factors	FGF4
Matrisome-associated	Secreted Factors	FGF5
Matrisome-associated	Secreted Factors	FGF6
Matrisome-associated	Secreted Factors	FGF7
Matrisome-associated	Secreted Factors	FGF8
Matrisome-associated	Secreted Factors	FGF9
Matrisome-associated	Secreted Factors	FGFBP1
Matrisome-associated	Secreted Factors	FGFBP2
Matrisome-associated	Secreted Factors	FGFBP3
Matrisome-associated	Secreted Factors	FIGF
Matrisome-associated	Secreted Factors	FLG
Matrisome-associated	Secreted Factors	FLG2
Matrisome-associated	Secreted Factors	FLT3LG
Matrisome-associated	Secreted Factors	FRZB
Matrisome-associated	Secreted Factors	FST
Matrisome-associated	Secreted Factors	FSTL1
Matrisome-associated	Secreted Factors	FSTL3
Matrisome-associated	Secreted Factors	GDF1
Matrisome-associated	Secreted Factors	GDF10
Matrisome-associated	Secreted Factors	GDF11
Matrisome-associated	Secreted Factors	GDF15
Matrisome-associated	Secreted Factors	GDF2
Matrisome-associated	Secreted Factors	GDF3
Matrisome-associated	Secreted Factors	GDF5
Matrisome-associated	Secreted Factors	GDF6
Matrisome-associated	Secreted Factors	GDF7
Matrisome-associated	Secreted Factors	GDF9
Matrisome-associated	Secreted Factors	GDNF
Matrisome-associated	Secreted Factors	GH1
Matrisome-associated	Secreted Factors	GH2
Matrisome-associated	Secreted Factors	HBEGF
Matrisome-associated	Secreted Factors	HCFC1
Matrisome-associated	Secreted Factors	HCFC2
Matrisome-associated	Secreted Factors	HGF
Matrisome-associated	Secreted Factors	HGFAC
Matrisome-associated	Secreted Factors	HHIP
Matrisome-associated	Secreted Factors	HRNR
Matrisome-associated	Secreted Factors	IFNA1
Matrisome-associated	Secreted Factors	IFNA10
Matrisome-associated	Secreted Factors	IFNA13
Matrisome-associated	Secreted Factors	IFNA14
Matrisome-associated	Secreted Factors	IFNA16
Matrisome-associated	Secreted Factors	IFNA17
Matrisome-associated	Secreted Factors	IFNA2
Matrisome-associated	Secreted Factors	IFNA21
Matrisome-associated	Secreted Factors	IFNA4
Matrisome-associated	Secreted Factors	IFNA5
Matrisome-associated	Secreted Factors	IFNA6
Matrisome-associated	Secreted Factors	IFNA7
Matrisome-associated	Secreted Factors	IFNA8
Matrisome-associated	Secreted Factors	IFNB1
Matrisome-associated	Secreted Factors	IFNE
Matrisome-associated	Secreted Factors	IFNG
Matrisome-associated	Secreted Factors	IFNK
Matrisome-associated	Secreted Factors	IFNW1
Matrisome-associated	Secreted Factors	IGF1
Matrisome-associated	Secreted Factors	IGF2
Matrisome-associated	Secreted Factors	IHH
Matrisome-associated	Secreted Factors	IL10
Matrisome-associated	Secreted Factors	IL11
Matrisome-associated	Secreted Factors	IL12A
Matrisome-associated	Secreted Factors	IL12B
Matrisome-associated	Secreted Factors	IL13
Matrisome-associated	Secreted Factors	IL15
Matrisome-associated	Secreted Factors	IL16
Matrisome-associated	Secreted Factors	IL17A
Matrisome-associated	Secreted Factors	IL17B
Matrisome-associated	Secreted Factors	IL17C
Matrisome-associated	Secreted Factors	IL17D
Matrisome-associated	Secreted Factors	IL17F
Matrisome-associated	Secreted Factors	IL18
Matrisome-associated	Secreted Factors	IL19
Matrisome-associated	Secreted Factors	IL1A
Matrisome-associated	Secreted Factors	IL1B
Matrisome-associated	Secreted Factors	IL1F10
Matrisome-associated	Secreted Factors	IL1F5
Matrisome-associated	Secreted Factors	IL1F6
Matrisome-associated	Secreted Factors	IL1F7
Matrisome-associated	Secreted Factors	IL1F8
Matrisome-associated	Secreted Factors	IL1F9
Matrisome-associated	Secreted Factors	IL1RN
Matrisome-associated	Secreted Factors	IL2
Matrisome-associated	Secreted Factors	IL20
Matrisome-associated	Secreted Factors	IL22
Matrisome-associated	Secreted Factors	IL23A
Matrisome-associated	Secreted Factors	IL24
Matrisome-associated	Secreted Factors	IL25
Matrisome-associated	Secreted Factors	IL26
Matrisome-associated	Secreted Factors	IL3
Matrisome-associated	Secreted Factors	IL34
Matrisome-associated	Secreted Factors	IL4
Matrisome-associated	Secreted Factors	IL5
Matrisome-associated	Secreted Factors	IL6
Matrisome-associated	Secreted Factors	IL7
Matrisome-associated	Secreted Factors	IL9
Matrisome-associated	Secreted Factors	INHA
Matrisome-associated	Secreted Factors	INHBA
Matrisome-associated	Secreted Factors	INHBB
Matrisome-associated	Secreted Factors	INHBC
Matrisome-associated	Secreted Factors	INHBE
Matrisome-associated	Secreted Factors	INS
Matrisome-associated	Secreted Factors	INS-IGF2
Matrisome-associated	Secreted Factors	INSL3
Matrisome-associated	Secreted Factors	INSL5
Matrisome-associated	Secreted Factors	INSL6
Matrisome-associated	Secreted Factors	ISM1
Matrisome-associated	Secreted Factors	ISM2
Matrisome-associated	Secreted Factors	KITLG
Matrisome-associated	Secreted Factors	LEFTY1
Matrisome-associated	Secreted Factors	LEFTY2
Matrisome-associated	Secreted Factors	LEP
Matrisome-associated	Secreted Factors	LIF
Matrisome-associated	Secreted Factors	LTA
Matrisome-associated	Secreted Factors	LTB
Matrisome-associated	Secreted Factors	MDK
Matrisome-associated	Secreted Factors	MEGF10
Matrisome-associated	Secreted Factors	MEGF11
Matrisome-associated	Secreted Factors	MEGF6
Matrisome-associated	Secreted Factors	MEGF8
Matrisome-associated	Secreted Factors	MEGF9
Matrisome-associated	Secreted Factors	MST1
Matrisome-associated	Secreted Factors	MST1L
Matrisome-associated	Secreted Factors	MSTN
Matrisome-associated	Secreted Factors	NGF
Matrisome-associated	Secreted Factors	NODAL
Matrisome-associated	Secreted Factors	NRG1
Matrisome-associated	Secreted Factors	NRG2
Matrisome-associated	Secreted Factors	NRG3
Matrisome-associated	Secreted Factors	NRG4
Matrisome-associated	Secreted Factors	NRTN
Matrisome-associated	Secreted Factors	NTF3
Matrisome-associated	Secreted Factors	NTF4
Matrisome-associated	Secreted Factors	OSM
Matrisome-associated	Secreted Factors	PDGFA
Matrisome-associated	Secreted Factors	PDGFB
Matrisome-associated	Secreted Factors	PDGFC
Matrisome-associated	Secreted Factors	PDGFD
Matrisome-associated	Secreted Factors	PF4
Matrisome-associated	Secreted Factors	PF4V1
Matrisome-associated	Secreted Factors	PGF
Matrisome-associated	Secreted Factors	PIK3IP1
Matrisome-associated	Secreted Factors	PPBP
Matrisome-associated	Secreted Factors	PRL
Matrisome-associated	Secreted Factors	PSPN
Matrisome-associated	Secreted Factors	PTN
Matrisome-associated	Secreted Factors	RPTN
Matrisome-associated	Secreted Factors	S100A1
Matrisome-associated	Secreted Factors	S100A10
Matrisome-associated	Secreted Factors	S100A11
Matrisome-associated	Secreted Factors	S100A12
Matrisome-associated	Secreted Factors	S100A13
Matrisome-associated	Secreted Factors	S100A14
Matrisome-associated	Secreted Factors	S100A16
Matrisome-associated	Secreted Factors	S100A2
Matrisome-associated	Secreted Factors	S100A3
Matrisome-associated	Secreted Factors	S100A4
Matrisome-associated	Secreted Factors	S100A5
Matrisome-associated	Secreted Factors	S100A6
Matrisome-associated	Secreted Factors	S100A7
Matrisome-associated	Secreted Factors	S100A7A
Matrisome-associated	Secreted Factors	S100A7L2
Matrisome-associated	Secreted Factors	S100A8
Matrisome-associated	Secreted Factors	S100A9
Matrisome-associated	Secreted Factors	S100B
Matrisome-associated	Secreted Factors	S100G
Matrisome-associated	Secreted Factors	S100P
Matrisome-associated	Secreted Factors	S100Z
Matrisome-associated	Secreted Factors	SCUBE1
Matrisome-associated	Secreted Factors	SCUBE2
Matrisome-associated	Secreted Factors	SCUBE3
Matrisome-associated	Secreted Factors	SFRP1
Matrisome-associated	Secreted Factors	SFRP2
Matrisome-associated	Secreted Factors	SFRP4
Matrisome-associated	Secreted Factors	SFRP5
Matrisome-associated	Secreted Factors	SHH
Matrisome-associated	Secreted Factors	TCHH
Matrisome-associated	Secreted Factors	TCHHL1
Matrisome-associated	Secreted Factors	TDGF1
Matrisome-associated	Secreted Factors	TGFA
Matrisome-associated	Secreted Factors	TGFB1
Matrisome-associated	Secreted Factors	TGFB2
Matrisome-associated	Secreted Factors	TGFB3
Matrisome-associated	Secreted Factors	THPO
Matrisome-associated	Secreted Factors	TNF
Matrisome-associated	Secreted Factors	TNFSF10
Matrisome-associated	Secreted Factors	TNFSF11
Matrisome-associated	Secreted Factors	TNFSF12
Matrisome-associated	Secreted Factors	TNFSF13
Matrisome-associated	Secreted Factors	TNFSF13B
Matrisome-associated	Secreted Factors	TNFSF14
Matrisome-associated	Secreted Factors	TNFSF15
Matrisome-associated	Secreted Factors	TNFSF18
Matrisome-associated	Secreted Factors	TNFSF4
Matrisome-associated	Secreted Factors	TNFSF8
Matrisome-associated	Secreted Factors	TNFSF9
Matrisome-associated	Secreted Factors	TPO
Matrisome-associated	Secreted Factors	VEGFA
Matrisome-associated	Secreted Factors	VEGFB
Matrisome-associated	Secreted Factors	VEGFC
Matrisome-associated	Secreted Factors	VWC2
Matrisome-associated	Secreted Factors	VWC2L
Matrisome-associated	Secreted Factors	WFIKKN1
Matrisome-associated	Secreted Factors	WFIKKN2
Matrisome-associated	Secreted Factors	WIF1
Matrisome-associated	Secreted Factors	WNT1
Matrisome-associated	Secreted Factors	WNT10A
Matrisome-associated	Secreted Factors	WNT10B
Matrisome-associated	Secreted Factors	WNT11
Matrisome-associated	Secreted Factors	WNT16
Matrisome-associated	Secreted Factors	WNT2
Matrisome-associated	Secreted Factors	WNT2B
Matrisome-associated	Secreted Factors	WNT3
Matrisome-associated	Secreted Factors	WNT3A
Matrisome-associated	Secreted Factors	WNT4
Matrisome-associated	Secreted Factors	WNT5A
Matrisome-associated	Secreted Factors	WNT5B
Matrisome-associated	Secreted Factors	WNT6
Matrisome-associated	Secreted Factors	WNT7A
Matrisome-associated	Secreted Factors	WNT7B
Matrisome-associated	Secreted Factors	WNT8A
Matrisome-associated	Secreted Factors	WNT8B
Matrisome-associated	Secreted Factors	WNT9A
Matrisome-associated	Secreted Factors	WNT9B
Matrisome-associated	Secreted Factors	XCL1
Matrisome-associated	Secreted Factors	XCL2
Matrisome-associated	Secreted Factors	ZFP91
