Division	Category	Gene Symbol
Matrisome-associated	ECM Regulators	Hyal5
Matrisome-associated	ECM Regulators	Hyal6
Matrisome-associated	ECM Regulators	Itih1
Matrisome-associated	ECM Regulators	Itih2
Matrisome-associated	ECM Regulators	Itih3
Matrisome-associated	ECM Regulators	Itih4
Matrisome-associated	ECM Regulators	Itih5
Matrisome-associated	ECM Regulators	Kazald1
Matrisome-associated	ECM Regulators	Kng1
Matrisome-associated	ECM Regulators	Kng2
Matrisome-associated	ECM Regulators	Ky
Matrisome-associated	ECM Regulators	P3h1
Matrisome-associated	ECM Regulators	P3h2
Matrisome-associated	ECM Regulators	P3h3
Matrisome-associated	ECM Regulators	Lox
Matrisome-associated	ECM Regulators	Loxl1
Matrisome-associated	ECM Regulators	Loxl2
Matrisome-associated	ECM Regulators	Loxl3
Matrisome-associated	ECM Regulators	Loxl4
Matrisome-associated	ECM Regulators	Masp1
Matrisome-associated	ECM Regulators	Masp2
Matrisome-associated	ECM Regulators	Mep1a
Matrisome-associated	ECM Regulators	Mep1b
Matrisome-associated	ECM Regulators	Mmp10
Matrisome-associated	ECM Regulators	Mmp11
Matrisome-associated	ECM Regulators	Mmp12
Matrisome-associated	ECM Regulators	Mmp13
Matrisome-associated	ECM Regulators	Mmp14
Matrisome-associated	ECM Regulators	Mmp15
Matrisome-associated	ECM Regulators	Mmp16
Matrisome-associated	ECM Regulators	Mmp17
Matrisome-associated	ECM Regulators	Mmp19
Matrisome-associated	ECM Regulators	Mmp1a
Matrisome-associated	ECM Regulators	Mmp1b
Matrisome-associated	ECM Regulators	Mmp2
Matrisome-associated	ECM Regulators	Mmp20
Matrisome-associated	ECM Regulators	Mmp21
Matrisome-associated	ECM Regulators	Mmp23
Matrisome-associated	ECM Regulators	Mmp24
Matrisome-associated	ECM Regulators	Mmp25
Matrisome-associated	ECM Regulators	Mmp27
Matrisome-associated	ECM Regulators	Mmp28
Matrisome-associated	ECM Regulators	Mmp3
Matrisome-associated	ECM Regulators	Mmp7
Matrisome-associated	ECM Regulators	Mmp8
Matrisome-associated	ECM Regulators	Mmp9
Matrisome-associated	ECM Regulators	Mug2
Matrisome-associated	ECM Regulators	Ngly1
Matrisome-associated	ECM Regulators	Ogfod1
Matrisome-associated	ECM Regulators	Ogfod2
Matrisome-associated	ECM Regulators	P4ha1
Matrisome-associated	ECM Regulators	P4ha2
Matrisome-associated	ECM Regulators	P4ha3
Matrisome-associated	ECM Regulators	P4htm
Matrisome-associated	ECM Regulators	Pamr1
Matrisome-associated	ECM Regulators	Pappa
Matrisome-associated	ECM Regulators	Pappa2
Matrisome-associated	ECM Regulators	Pcsk5
Matrisome-associated	ECM Regulators	Pcsk6
Matrisome-associated	ECM Regulators	Plat
Matrisome-associated	ECM Regulators	Plau
Matrisome-associated	ECM Regulators	Plg
Matrisome-associated	ECM Regulators	Plod1
Matrisome-associated	ECM Regulators	Plod2
Matrisome-associated	ECM Regulators	Plod3
Matrisome-associated	ECM Regulators	Prss1
Matrisome-associated	ECM Regulators	Prss12
Matrisome-associated	ECM Regulators	Prss2
Matrisome-associated	ECM Regulators	Prss3
Matrisome-associated	ECM Regulators	Pzp
Matrisome-associated	ECM Regulators	Serpina10
Matrisome-associated	ECM Regulators	Serpina11
Matrisome-associated	ECM Regulators	Serpina12
Matrisome-associated	ECM Regulators	Serpina1a
Matrisome-associated	ECM Regulators	Serpina1b
Matrisome-associated	ECM Regulators	Serpina1c
Matrisome-associated	ECM Regulators	Serpina1d
Matrisome-associated	ECM Regulators	Serpina1e
Matrisome-associated	ECM Regulators	Serpina1f
Matrisome-associated	ECM Regulators	Serpina3a
Matrisome-associated	ECM Regulators	Serpina3b
Matrisome-associated	ECM Regulators	Serpina3c
Matrisome-associated	ECM Regulators	Serpina3f
Matrisome-associated	ECM Regulators	Serpina3g
Matrisome-associated	ECM Regulators	Serpina3k
Matrisome-associated	ECM Regulators	Serpina3m
Matrisome-associated	ECM Regulators	Serpina3n
Matrisome-associated	ECM Regulators	Serpina5
Matrisome-associated	ECM Regulators	Serpina6
Matrisome-associated	ECM Regulators	Serpina7
Matrisome-associated	ECM Regulators	Serpina9
Matrisome-associated	ECM Regulators	Serpinb10
Matrisome-associated	ECM Regulators	Serpinb11
Matrisome-associated	ECM Regulators	Serpinb12
Matrisome-associated	ECM Regulators	Serpinb13
Matrisome-associated	ECM Regulators	Serpinb1a
Matrisome-associated	ECM Regulators	Serpinb1b
Matrisome-associated	ECM Regulators	Serpinb1c
Matrisome-associated	ECM Regulators	Serpinb2
Matrisome-associated	ECM Regulators	Serpinb3a
Matrisome-associated	ECM Regulators	Serpinb3b
Matrisome-associated	ECM Regulators	Serpinb3c
Matrisome-associated	ECM Regulators	Serpinb3d
Matrisome-associated	ECM Regulators	Serpinb5
Matrisome-associated	ECM Regulators	Serpinb6a
Matrisome-associated	ECM Regulators	Serpinb6b
Matrisome-associated	ECM Regulators	Serpinb6c
Matrisome-associated	ECM Regulators	Serpinb6d
Matrisome-associated	ECM Regulators	Serpinb7
Matrisome-associated	ECM Regulators	Serpinb8
Matrisome-associated	ECM Regulators	Serpinb9
Matrisome-associated	ECM Regulators	Serpinb9b
Matrisome-associated	ECM Regulators	Serpinb9c
Matrisome-associated	ECM Regulators	Serpinb9d
Matrisome-associated	ECM Regulators	Serpinb9e
Matrisome-associated	ECM Regulators	Serpinb9f
Matrisome-associated	ECM Regulators	Serpinb9g
Matrisome-associated	ECM Regulators	Serpinc1
Matrisome-associated	ECM Regulators	Serpind1
Matrisome-associated	ECM Regulators	Serpine1
Matrisome-associated	ECM Regulators	Serpine2
Matrisome-associated	ECM Regulators	Serpine3
Matrisome-associated	ECM Regulators	Serpinf1
Matrisome-associated	ECM Regulators	Serpinf2
Matrisome-associated	ECM Regulators	Serping1
Matrisome-associated	ECM Regulators	Serpinh1
Matrisome-associated	ECM Regulators	Serpini1
Matrisome-associated	ECM Regulators	Serpini2
Matrisome-associated	ECM Regulators	Slpi
Matrisome-associated	ECM Regulators	Spam1
Matrisome-associated	ECM Regulators	Spinkl
Matrisome-associated	ECM Regulators	St14
Matrisome-associated	ECM Regulators	Stfa1
Matrisome-associated	ECM Regulators	Stfa2
Matrisome-associated	ECM Regulators	Stfa2l1
Matrisome-associated	ECM Regulators	Stfa3
Matrisome-associated	ECM Regulators	Sulf1
Matrisome-associated	ECM Regulators	Sulf2
Matrisome-associated	ECM Regulators	Tgm1
Matrisome-associated	ECM Regulators	Tgm2
Matrisome-associated	ECM Regulators	Tgm3
Matrisome-associated	ECM Regulators	Tgm4
Matrisome-associated	ECM Regulators	Tgm5
Matrisome-associated	ECM Regulators	Tgm6
Matrisome-associated	ECM Regulators	Tgm7
Matrisome-associated	ECM Regulators	Timp1
Matrisome-associated	ECM Regulators	Timp2
Matrisome-associated	ECM Regulators	Timp3
Matrisome-associated	ECM Regulators	Timp4
Matrisome-associated	ECM Regulators	Tll1
Matrisome-associated	ECM Regulators	Tll2
Matrisome-associated	ECM Regulators	Tmprss15
Matrisome-associated	ECM Regulators	Tpbpa
Matrisome-associated	ECM Regulators	Tpbpb
Matrisome-associated	ECM Regulators	Try10
Matrisome-associated	ECM Regulators	Try4
Matrisome-associated	ECM Regulators	Try5
Matrisome-associated	Secreted Factors	Amh
Matrisome-associated	Secreted Factors	Angpt1
Matrisome-associated	Secreted Factors	Angpt2
Matrisome-associated	Secreted Factors	Angpt4
Matrisome-associated	Secreted Factors	Angptl1
Matrisome-associated	Secreted Factors	Angptl2
Matrisome-associated	Secreted Factors	Angptl3
Matrisome-associated	Secreted Factors	Angptl4
Matrisome-associated	Secreted Factors	Angptl6
Matrisome-associated	Secreted Factors	Angptl7
Matrisome-associated	Secreted Factors	Areg
Matrisome-associated	Secreted Factors	Artn
Matrisome-associated	Secreted Factors	Bdnf
Matrisome-associated	Secreted Factors	Bmp10
Matrisome-associated	Secreted Factors	Bmp15
Matrisome-associated	Secreted Factors	Bmp2
Matrisome-associated	Secreted Factors	Bmp3
Matrisome-associated	Secreted Factors	Bmp4
Matrisome-associated	Secreted Factors	Bmp5
Matrisome-associated	Secreted Factors	Bmp6
Matrisome-associated	Secreted Factors	Bmp7
Matrisome-associated	Secreted Factors	Bmp8a
Matrisome-associated	Secreted Factors	Bmp8b
Matrisome-associated	Secreted Factors	Brinp2
Matrisome-associated	Secreted Factors	Brinp3
Matrisome-associated	Secreted Factors	Btc
Matrisome-associated	Secreted Factors	Cbln1
Matrisome-associated	Secreted Factors	Cbln2
Matrisome-associated	Secreted Factors	Cbln3
Matrisome-associated	Secreted Factors	Cbln4
Matrisome-associated	Secreted Factors	Ccbe1
Matrisome-associated	Secreted Factors	Ccl1
Matrisome-associated	Secreted Factors	Ccl11
Matrisome-associated	Secreted Factors	Ccl12
Matrisome-associated	Secreted Factors	Ccl17
Matrisome-associated	Secreted Factors	Ccl19
Matrisome-associated	Secreted Factors	Ccl2
Matrisome-associated	Secreted Factors	Ccl20
Matrisome-associated	Secreted Factors	Ccl21a
Matrisome-associated	Secreted Factors	Ccl21b
Matrisome-associated	Secreted Factors	Ccl22
Matrisome-associated	Secreted Factors	Ccl24
Matrisome-associated	Secreted Factors	Ccl25
Matrisome-associated	Secreted Factors	Ccl26
Matrisome-associated	Secreted Factors	Ccl27a
Matrisome-associated	Secreted Factors	Ccl28
Matrisome-associated	Secreted Factors	Ccl3
Matrisome-associated	Secreted Factors	Ccl4
Matrisome-associated	Secreted Factors	Ccl5
Matrisome-associated	Secreted Factors	Ccl6
Matrisome-associated	Secreted Factors	Ccl7
Matrisome-associated	Secreted Factors	Ccl8
Matrisome-associated	Secreted Factors	Ccl9
Matrisome-associated	Secreted Factors	Cfc1
Matrisome-associated	Secreted Factors	Chrd
Matrisome-associated	Secreted Factors	Chrdl1
Matrisome-associated	Secreted Factors	Chrdl2
Matrisome-associated	Secreted Factors	Clcf1
Matrisome-associated	Secreted Factors	Cntf
Matrisome-associated	Secreted Factors	Crhbp
Matrisome-associated	Secreted Factors	Crlf1
Matrisome-associated	Secreted Factors	Crlf3
Matrisome-associated	Secreted Factors	Crnn
Matrisome-associated	Secreted Factors	Csf1
Matrisome-associated	Secreted Factors	Csf2
Matrisome-associated	Secreted Factors	Csf3
Matrisome-associated	Secreted Factors	Ctf1
Matrisome-associated	Secreted Factors	Ctf2
Matrisome-associated	Secreted Factors	Cx3cl1
Matrisome-associated	Secreted Factors	Cxcl1
Matrisome-associated	Secreted Factors	Cxcl10
Matrisome-associated	Secreted Factors	Cxcl11
Matrisome-associated	Secreted Factors	Cxcl12
Matrisome-associated	Secreted Factors	Cxcl13
Matrisome-associated	Secreted Factors	Cxcl14
Matrisome-associated	Secreted Factors	Cxcl15
Matrisome-associated	Secreted Factors	Cxcl2
Matrisome-associated	Secreted Factors	Cxcl3
Matrisome-associated	Secreted Factors	Cxcl5
Matrisome-associated	Secreted Factors	Cxcl9
Matrisome-associated	Secreted Factors	Dhh
Matrisome-associated	Secreted Factors	Ebi3
Matrisome-associated	Secreted Factors	Eda
Matrisome-associated	Secreted Factors	Egf
Matrisome-associated	Secreted Factors	Egfl6
Matrisome-associated	Secreted Factors	Egfl7
Matrisome-associated	Secreted Factors	Egfl8
Matrisome-associated	Secreted Factors	Epgn
Matrisome-associated	Secreted Factors	Epo
Matrisome-associated	Secreted Factors	Ereg
Matrisome-associated	Secreted Factors	Fam132a
Matrisome-associated	Secreted Factors	Erfe
Matrisome-associated	Secreted Factors	Fasl
Matrisome-associated	Secreted Factors	Fgf1
Matrisome-associated	Secreted Factors	Fgf10
Matrisome-associated	Secreted Factors	Fgf11
Matrisome-associated	Secreted Factors	Fgf12
Matrisome-associated	Secreted Factors	Fgf13
Matrisome-associated	Secreted Factors	Fgf14
Matrisome-associated	Secreted Factors	Fgf15
Matrisome-associated	Secreted Factors	Fgf16
Matrisome-associated	Secreted Factors	Fgf17
Matrisome-associated	Secreted Factors	Fgf18
Matrisome-associated	Secreted Factors	Fgf2
Matrisome-associated	Secreted Factors	Fgf20
Matrisome-associated	Secreted Factors	Fgf21
Matrisome-associated	Secreted Factors	Fgf22
Matrisome-associated	Secreted Factors	Fgf23
Matrisome-associated	Secreted Factors	Fgf3
Matrisome-associated	Secreted Factors	Fgf4
Matrisome-associated	Secreted Factors	Fgf5
Matrisome-associated	Secreted Factors	Fgf6
Matrisome-associated	Secreted Factors	Fgf7
Matrisome-associated	Secreted Factors	Fgf8
Matrisome-associated	Secreted Factors	Fgf9
Matrisome-associated	Secreted Factors	Fgfbp1
Matrisome-associated	Secreted Factors	Fgfbp3
Matrisome-associated	Secreted Factors	Vegfd
Matrisome-associated	Secreted Factors	Flg
Matrisome-associated	Secreted Factors	Flg2
Matrisome-associated	Secreted Factors	Flt3l
Matrisome-associated	Secreted Factors	Frzb
Matrisome-associated	Secreted Factors	Fst
Matrisome-associated	Secreted Factors	Fstl1
Matrisome-associated	Secreted Factors	Fstl3
Matrisome-associated	Secreted Factors	Gdf1
Matrisome-associated	Secreted Factors	Gdf10
Matrisome-associated	Secreted Factors	Gdf11
Matrisome-associated	Secreted Factors	Gdf15
Matrisome-associated	Secreted Factors	Gdf2
Matrisome-associated	Secreted Factors	Gdf3
Matrisome-associated	Secreted Factors	Gdf5
Matrisome-associated	Secreted Factors	Gdf6
Matrisome-associated	Secreted Factors	Gdf7
Matrisome-associated	Secreted Factors	Gdf9
Matrisome-associated	Secreted Factors	Gdnf
Matrisome-associated	Secreted Factors	Gh
Matrisome-associated	Secreted Factors	Gm13271
Matrisome-associated	Secreted Factors	Gm13272
Matrisome-associated	Secreted Factors	Gm13275
Matrisome-associated	Secreted Factors	Gm13276
Matrisome-associated	Secreted Factors	Gm13277
Matrisome-associated	Secreted Factors	Gm13278
Matrisome-associated	Secreted Factors	Gm13279
Matrisome-associated	Secreted Factors	Gm13283
Matrisome-associated	Secreted Factors	Gm13285
Matrisome-associated	Secreted Factors	Gm13287
Matrisome-associated	Secreted Factors	Gm13288
Matrisome-associated	Secreted Factors	Gm13289
Matrisome-associated	Secreted Factors	Gm13290
Matrisome-associated	Secreted Factors	Gm13306
Matrisome-associated	Secreted Factors	Gm5849
Matrisome-associated	Secreted Factors	Hbegf
Matrisome-associated	Secreted Factors	Hcfc1
Matrisome-associated	Secreted Factors	Hcfc2
Matrisome-associated	Secreted Factors	Hgf
Matrisome-associated	Secreted Factors	Hgfac
Matrisome-associated	Secreted Factors	Hhip
Matrisome-associated	Secreted Factors	Hrnr
Matrisome-associated	Secreted Factors	Ifna1
Matrisome-associated	Secreted Factors	Ifna11
Matrisome-associated	Secreted Factors	Ifna12
Matrisome-associated	Secreted Factors	Ifna13
Matrisome-associated	Secreted Factors	Ifna14
Matrisome-associated	Secreted Factors	Ifna15
Matrisome-associated	Secreted Factors	Ifna16
Matrisome-associated	Secreted Factors	Ifna2
Matrisome-associated	Secreted Factors	Ifna4
Matrisome-associated	Secreted Factors	Ifna5
Matrisome-associated	Secreted Factors	Ifna6
Matrisome-associated	Secreted Factors	Ifna7
Matrisome-associated	Secreted Factors	Ifna9
Matrisome-associated	Secreted Factors	Ifnab
Matrisome-associated	Secreted Factors	Ifnb1
Matrisome-associated	Secreted Factors	Ifne
Matrisome-associated	Secreted Factors	Ifng
Matrisome-associated	Secreted Factors	Ifnk
Matrisome-associated	Secreted Factors	Ifnz
Matrisome-associated	Secreted Factors	Igf1
Matrisome-associated	Secreted Factors	Igf2
Matrisome-associated	Secreted Factors	Ihh
Matrisome-associated	Secreted Factors	Il10
Matrisome-associated	Secreted Factors	Il11
Matrisome-associated	Secreted Factors	Il12a
Matrisome-associated	Secreted Factors	Il12b
Matrisome-associated	Secreted Factors	Il13
Matrisome-associated	Secreted Factors	Il15
Matrisome-associated	Secreted Factors	Il16
Matrisome-associated	Secreted Factors	Il17a
Matrisome-associated	Secreted Factors	Il17b
Matrisome-associated	Secreted Factors	Il17c
Matrisome-associated	Secreted Factors	Il17d
Matrisome-associated	Secreted Factors	Il17f
Matrisome-associated	Secreted Factors	Il18
Matrisome-associated	Secreted Factors	Il19
Matrisome-associated	Secreted Factors	Il1a
Matrisome-associated	Secreted Factors	Il1b
Matrisome-associated	Secreted Factors	Il1f10
Matrisome-associated	Secreted Factors	Il1f5
Matrisome-associated	Secreted Factors	Il1f6
Matrisome-associated	Secreted Factors	Il1f8
Matrisome-associated	Secreted Factors	Il1f9
Matrisome-associated	Secreted Factors	Il1rn
Matrisome-associated	Secreted Factors	Il2
Matrisome-associated	Secreted Factors	Il20
Matrisome-associated	Secreted Factors	Il22
Matrisome-associated	Secreted Factors	Il23a
Matrisome-associated	Secreted Factors	Il24
Matrisome-associated	Secreted Factors	Il25
Matrisome-associated	Secreted Factors	Il3
Matrisome-associated	Secreted Factors	Il34
Matrisome-associated	Secreted Factors	Il4
Matrisome-associated	Secreted Factors	Il5
Matrisome-associated	Secreted Factors	Il6
Matrisome-associated	Secreted Factors	Il7
Matrisome-associated	Secreted Factors	Il9
Matrisome-associated	Secreted Factors	Inha
Matrisome-associated	Secreted Factors	Inhba
Matrisome-associated	Secreted Factors	Inhbb
Matrisome-associated	Secreted Factors	Inhbc
Matrisome-associated	Secreted Factors	Inhbe
Matrisome-associated	Secreted Factors	Ins1
Matrisome-associated	Secreted Factors	Ins2
Matrisome-associated	Secreted Factors	Insl3
Matrisome-associated	Secreted Factors	Insl5
Matrisome-associated	Secreted Factors	Insl6
Matrisome-associated	Secreted Factors	Ism1
Matrisome-associated	Secreted Factors	Ism2
Matrisome-associated	Secreted Factors	Kitl
Matrisome-associated	Secreted Factors	Lefty1
Matrisome-associated	Secreted Factors	Lefty2
Matrisome-associated	Secreted Factors	Lep
Matrisome-associated	Secreted Factors	Lif
Matrisome-associated	Secreted Factors	Lta
Matrisome-associated	Secreted Factors	Ltb
Matrisome-associated	Secreted Factors	Mdk
Matrisome-associated	Secreted Factors	Megf10
Matrisome-associated	Secreted Factors	Megf11
Matrisome-associated	Secreted Factors	Megf6
Matrisome-associated	Secreted Factors	Megf8
Matrisome-associated	Secreted Factors	Megf9
Matrisome-associated	Secreted Factors	Mst1
Matrisome-associated	Secreted Factors	Mstn
Matrisome-associated	Secreted Factors	Ngf
Matrisome-associated	Secreted Factors	Nodal
Matrisome-associated	Secreted Factors	Nrg1
Matrisome-associated	Secreted Factors	Nrg2
Matrisome-associated	Secreted Factors	Nrg3
Matrisome-associated	Secreted Factors	Nrg4
Matrisome-associated	Secreted Factors	Nrtn
Matrisome-associated	Secreted Factors	Ntf3
Matrisome-associated	Secreted Factors	Ntf5
Matrisome-associated	Secreted Factors	Osm
Matrisome-associated	Secreted Factors	Pdgfa
Matrisome-associated	Secreted Factors	Pdgfb
Matrisome-associated	Secreted Factors	Pdgfc
Matrisome-associated	Secreted Factors	Pdgfd
Matrisome-associated	Secreted Factors	Pf4
Matrisome-associated	Secreted Factors	Pgf
Matrisome-associated	Secreted Factors	Pik3ip1
Matrisome-associated	Secreted Factors	Ppbp
Matrisome-associated	Secreted Factors	Prl
Matrisome-associated	Secreted Factors	Prl2a1
Matrisome-associated	Secreted Factors	Prl2b1
Matrisome-associated	Secreted Factors	Prl2c1
Matrisome-associated	Secreted Factors	Prl2c2
Matrisome-associated	Secreted Factors	Prl2c3
Matrisome-associated	Secreted Factors	Prl2c5
Matrisome-associated	Secreted Factors	Prl3a1
Matrisome-associated	Secreted Factors	Prl3b1
Matrisome-associated	Secreted Factors	Prl3c1
Matrisome-associated	Secreted Factors	Prl3d1
Matrisome-associated	Secreted Factors	Prl3d2
Matrisome-associated	Secreted Factors	Prl3d3
Matrisome-associated	Secreted Factors	Prl4a1
Matrisome-associated	Secreted Factors	Prl5a1
Matrisome-associated	Secreted Factors	Prl6a1
Matrisome-associated	Secreted Factors	Prl7a1
Matrisome-associated	Secreted Factors	Prl7a2
Matrisome-associated	Secreted Factors	Prl7b1
Matrisome-associated	Secreted Factors	Prl7c1
Matrisome-associated	Secreted Factors	Prl7d1
Matrisome-associated	Secreted Factors	Prl8a1
Matrisome-associated	Secreted Factors	Prl8a2
Matrisome-associated	Secreted Factors	Prl8a6
Matrisome-associated	Secreted Factors	Prl8a8
Matrisome-associated	Secreted Factors	Prl8a9
Matrisome-associated	Secreted Factors	Pspn
Matrisome-associated	Secreted Factors	Ptn
Matrisome-associated	Secreted Factors	Rptn
Matrisome-associated	Secreted Factors	S100a1
Matrisome-associated	Secreted Factors	S100a10
Matrisome-associated	Secreted Factors	S100a11
Matrisome-associated	Secreted Factors	S100a13
Matrisome-associated	Secreted Factors	S100a14
Matrisome-associated	Secreted Factors	S100a16
Matrisome-associated	Secreted Factors	S100a2
Matrisome-associated	Secreted Factors	S100a3
Matrisome-associated	Secreted Factors	S100a4
Matrisome-associated	Secreted Factors	S100a5
Matrisome-associated	Secreted Factors	S100a6
Matrisome-associated	Secreted Factors	S100a7a
Matrisome-associated	Secreted Factors	S100a8
Matrisome-associated	Secreted Factors	S100a9
Matrisome-associated	Secreted Factors	S100b
Matrisome-associated	Secreted Factors	S100g
Matrisome-associated	Secreted Factors	S100z
Matrisome-associated	Secreted Factors	Scube1
Matrisome-associated	Secreted Factors	Scube2
Matrisome-associated	Secreted Factors	Scube3
Matrisome-associated	Secreted Factors	Sfrp1
Matrisome-associated	Secreted Factors	Sfrp2
Matrisome-associated	Secreted Factors	Sfrp4
Matrisome-associated	Secreted Factors	Sfrp5
Matrisome-associated	Secreted Factors	Shh
Matrisome-associated	Secreted Factors	Tchh
Matrisome-associated	Secreted Factors	Tchhl1
Matrisome-associated	Secreted Factors	Tdgf1
Matrisome-associated	Secreted Factors	Tgfa
Matrisome-associated	Secreted Factors	Tgfb1
Matrisome-associated	Secreted Factors	Tgfb2
Matrisome-associated	Secreted Factors	Tgfb3
Matrisome-associated	Secreted Factors	Thpo
Matrisome-associated	Secreted Factors	Tnf
Matrisome-associated	Secreted Factors	Tnfsf10
Matrisome-associated	Secreted Factors	Tnfsf11
Matrisome-associated	Secreted Factors	Tnfsf12
Matrisome-associated	Secreted Factors	Tnfsfm13
Matrisome-associated	Secreted Factors	Tnfsf13
Matrisome-associated	Secreted Factors	Tnfsf13b
Matrisome-associated	Secreted Factors	Tnfsf14
Matrisome-associated	Secreted Factors	Tnfsf15
Matrisome-associated	Secreted Factors	Tnfsf18
Matrisome-associated	Secreted Factors	Tnfsf4
Matrisome-associated	Secreted Factors	Tnfsf8
Matrisome-associated	Secreted Factors	Tnfsf9
Matrisome-associated	Secreted Factors	Tpo
Matrisome-associated	Secreted Factors	Vegfa
Matrisome-associated	Secreted Factors	Vegfb
Matrisome-associated	Secreted Factors	Vegfc
Matrisome-associated	Secreted Factors	Vwc2
Matrisome-associated	Secreted Factors	Vwc2l
Matrisome-associated	Secreted Factors	Wfikkn1
Matrisome-associated	Secreted Factors	Wfikkn2
Matrisome-associated	Secreted Factors	Wif1
Matrisome-associated	Secreted Factors	Wnt1
Matrisome-associated	Secreted Factors	Wnt10a
Matrisome-associated	Secreted Factors	Wnt10b
Matrisome-associated	Secreted Factors	Wnt11
Matrisome-associated	Secreted Factors	Wnt16
Matrisome-associated	Secreted Factors	Wnt2
Matrisome-associated	Secreted Factors	Wnt2b
Matrisome-associated	Secreted Factors	Wnt3
Matrisome-associated	Secreted Factors	Wnt3a
Matrisome-associated	Secreted Factors	Wnt4
Matrisome-associated	Secreted Factors	Wnt5a
Matrisome-associated	Secreted Factors	Wnt5b
Matrisome-associated	Secreted Factors	Wnt6
Matrisome-associated	Secreted Factors	Wnt7a
Matrisome-associated	Secreted Factors	Wnt7b
Matrisome-associated	Secreted Factors	Wnt8a
Matrisome-associated	Secreted Factors	Wnt8b
Matrisome-associated	Secreted Factors	Wnt9a
Matrisome-associated	Secreted Factors	Wnt9b
Matrisome-associated	Secreted Factors	Xcl1
