RPS12	RPLP1	103.29203295241344
ADH1B	C2ORF40	103.173673419438
TM4SF1	CPE	102.94197023444815
LUM	PDGFRA	102.90300376221158
COL3A1	TNC	102.6117936246865
RGS5.1	SFRP1	102.1894405816172
RPL39	MT2A	102.09429433746266
RPL13AP5	RPL3P4	100.92365702303506
COL3A1	B2M	100.71490196155561
S100A10	IGFBP6	100.5569665705584
COL3A1	COL15A1	100.50712188216984
GSN	IGFBP6	100.49333348222522
LUM	RGS5.1	100.01145399290431
COL10A1	IGFBP5	99.98392750305068
COL1A2	PPIC	99.85277801598151
RPS3AP6	RPL13AP5	99.39088348346799
RGS5.1	NNMT	99.15811707774988
LUM	TM4SF1	98.93894563512538
COL3A1	COL4A2	98.76365230538
RPS2	RPL3	98.76321832239003
COL4A2	TNC	98.44299300920204
PDGFRA	LUM	97.72455372982445
ANXA5	RAMP1	96.9746622309352
IGFBP5	APCDD1	96.58608280111591
LUM	AEBP1	96.54618129412354
RPL27A	RPL13A	96.13591164252855
RPL37A	MT2A	95.95514328444752
NDUFA4L2	TM4SF1	95.78274261129131
COMP	PDGFC	94.65642170276972
COL1A2	MARCKS	94.44257744639164
NPY1R	C2ORF40	94.36380002344099
OGN	S100A6	94.09467962074541
CPE	PLAC9	93.68983884854248
CFD	C3	93.67774309424105
RGS5.1	ADGRF5	93.57131068426327
RPL39	RPL34	93.47680838574942
RGS5.1	KCNE4	93.46449676888605
COL1A2	TIMP1	93.44414339474827
FAP	CTHRC1	92.70197987352245
RPL34	RPL41	92.09434949055066
CHRDL1	CFD	91.98829389101805
COL10A1	CTHRC1	91.5389355135603
NPY1R	ADH1B	91.33366339276556
COL1A2	AEBP1	91.24306504306513
HOPX	IGFBP5	91.15202367718207
RPL3	RPS6	91.1344832304527
PDGFC	COMP	91.04308498067772
GSN	OGN	90.51169027911243
COL10A1	LAMP5	90.24349159031496
IGFBP6	RSPO3	90.12295032115193
S100A4	S100A6	90.08353500022677
RPS18	RPS6	89.94758794541147
C2ORF40	IGFBP5	88.94029504877955
RGS5.1	AEBP1	88.83062161912838
C2ORF40	POSTN	88.81280153091046
COL1A2	COL6A3	88.6239593153881
VCAN	COL1A1	88.48451220552536
RPLP1	RPS12	88.16448236901817
GPC3	PLXDC2	88.00587004855639
C2ORF40	B2M	87.71867163574386
RGS5.1	ADIRF	87.11503450288401
COL1A2	VCAN	87.07616212423223
CST3	SERPING1	86.8517161903862
MTATP6P1	MT2A	86.83528103854603
COX4I2	RGS5.1	86.67782770583985
VCAN	COL8A1	86.64211026761183
NDUFA4L2	AEBP1	86.41734510917746
C3	S100A10	86.36001325214296
BGN	COL3A1	85.97935123130824
ANXA5	ENC1	85.80733206204522
LUM	MOXD1	85.72544639317731
IGFBP6	PCOLCE2	85.62547560721107
C2ORF40	TMSB10	85.24865246911567
IGFBP6	F3	85.13666818362178
RGS5.1	PDGFRA	84.65789697608102
RPL13A	RPL23	84.25997532602045
CPM	RGS5.1	84.06369299484052
TPT1	RPL13A	84.05356334259568
RPL27A	RPL23	83.66308392120659
RGS5.1	HIGD1B	83.5362159719718
COL1A1	VCAN	83.34483828129493
COL1A1	POSTN	83.13052777054841
RPL39	RPL41	83.0464361601044
RPS23	RPS12	82.72015008117336
LUM	CPE	82.57399197829783
MTATP6P1	CARMN	82.48262788521096
RAMP1	ENPP1	82.27585575366281
S100A10	S100A4	81.91944972559105
MT2A	ADGRE2	81.71604241101814
LUM	PLAC9	81.69062397164538
IGFBP5	NTM	81.53572683838541
RPL39	RPL36A	81.53416825895222
COL3A1	INHBA	81.20364192528952
SFRP1	NPY1R	81.08575341766334
BGN	PLXDC2	80.6081928911397
COMP	RAMP1	80.51277218202316
TIMP1	ANXA5	80.46125900384013
RPS12	RPS8	80.33272539055892
ADIRF	PLAC9	80.2187214837117
LUM	EMILIN1	80.13950129346205
S100A4	CFD	79.9724880071805
RGS5.1	AGTR1	79.799234119512
C2ORF40	TIMP1	79.68276921396885
VCAN	TMSB10	79.34484753042345
S100A6	OGN	79.14020250593599
S100A10	C3	79.09592743972516
GPC3	LUM	78.83595859727869
POSTN	CTHRC1	78.63488558456773
RPS8	RPS12	78.57400029852542
GSN	S100A6	78.52895888771968
SFRP1	MAP1B	78.30270388342397
RGS5.1	LHFPL6	78.10903834645218
S100A4	S100A10	77.93443219369114
C2ORF40	AEBP1	77.9200792002531
COL3A1	IGFBP5	77.88744205718997
NDUFA4L2	LUM	77.85270629455104
HOPX	NPY1R	77.81265397051084
RPS12	RPS18	77.77228655835047
C2ORF40	HLA-C	77.61797874743675
RGS5.1	PTP4A3	77.3738625699165
S100A10	F3	77.16037018070223
S100A6	S100A4	77.03707630573209
TIMP1	ISLR	76.95148182015774
TM4SF1	ADIRF	76.82279092895719
TNC	COL4A1	76.56822996395672
CPE	TM4SF1	76.54227442044447
FAP	VCAN	76.47339055891955
TIMP1	LXN	76.4693735679168
ANXA5	TIMP1	76.24057601247438
RGS5.1	FRMD3	75.65414345764724
RPL41	RPL37	75.3929381725822
CTHRC1	FAP	75.32077188915045
RPS18	RPS2	75.30863310735798
ADH1B	SFRP1	75.2315584772124
RPL26	RPL30	75.18519666008882
CTHRC1	C2ORF40	75.09859857261299
TM4SF1	NDUFA4L2	74.73080787073218
RPL41	RPL39	74.7259964145613
RPS12	RPS23	74.31843277443429
COL3A1	MARCKS	74.21326476026404
VCAN	COL3A1	74.03280161221417
RSPO3	SLC7A2	73.75061653377482
RPL23	RPL31	73.59163710140925
RPL23	RPL13A	73.33520462993263
POSTN	TMSB10	73.2257595376124
COL3A1	ENC1	72.92123794284615
RPS18	RPS24	72.82416295566001
NDUFA4L2	COX4I2	72.80809182341305
GPC3	MOXD1	72.79998350808667
COL1A1	TNC	72.79146660249691
RGS5.1	CSRP2	72.66312051152615
SOD3	CPE	72.5907986190721
RGS5.1	MOXD1	72.45368584320862
COL1A2	ISLR	72.38121360485641
RGS5.1	SEPT7	72.30333828690239
LUM	CST3	72.27900255001465
IGFBP6	CST3	72.27820000200232
COL1A2	GSN	72.19552826834354
SFRP1	PDGFRA	72.03245386677311
VCAN	LXN	71.93371305519838
COL10A1	INHBA	71.83767341392476
RPL41	RPL28	71.8163984405049
COL4A1	COL3A1	71.81127053532927
TM4SF1	LUM	71.62029695210579
GSN	CST3	71.56060627222011
C2ORF40	SLIT3	71.18269032030061
RSPO3	USP53	71.1363375190111
RPL13A	TPT1	71.0135787536875
COL6A3	TNC	70.97419666260711
GPC3	EMILIN1	70.9624099925514
SFRP1	LUM	70.8441569639161
RPS12	RPS24	70.80789369575625
POSTN	LAMA2	70.7957045532393
C2ORF40	TSC22D1	70.77138708648427
TPT1	RPS20	70.56743916317674
COL3A1	TIMP1	70.43730805613092
NDUFA4L2	HIGD1B	70.15126443842206
RGS5.1	EMILIN1	70.14013620467371
CFD	SFRP1	70.07981740143619
CTHRC1	VCAN	69.9859873163747
RPL39	RPLP2	69.98396844007219
COL1A2	COL5A2	69.85707634874338
RPL34	RPL39	69.77187429918253
RPS20	RPL13A	69.71823417652502
GPC3	ENG	69.59578138131887
VCAN	INHBA	69.5466135317593
MTATP6P1	HLA-DRA	69.3437661970185
NDUFA4L2	ADGRF5	69.33471226488008
CFD	BGN	69.21778191326797
VCAN	AEBP1	69.14255967789289
RPS15A	RPL30	69.12583441632697
RGS5.1	CYP1B1	69.1163980461769
CTHRC1	COL10A1	68.97862968981524
RPS18	RPL13A	68.95647245386799
PLXDC2	MARCKS	68.91949859901132
RGS5.1	NOTCH3	68.71614697473186
RGS5.1	CPE	68.67284829598611
VCAN	PLXDC2	68.63011318160183
JUND	CKB	68.5553206184545
IGFBP6	S100A4	68.40943225938102
POSTN	B2M	68.37193349140968
EPAS1	SLIT3	68.34904296250276
PDGFRA	AEBP1	68.29900088757324
TIMP1	TSC22D1	68.28576278069883
RPL12	RPS2	68.28303993604017
COL4A1	COL6A3	68.1423353093681
RGS5.1	COX4I2	67.97098748647899
RPL23	MTATP6P1	67.73772152117051
RPL37	MT2A	67.58877679688847
COL3A1	ANXA5	67.37264532058677
C3	CLU	67.27069126229839
POSTN	VCAN	66.93161975869862
RPL39	RPL38	66.8189164100695
COL1A1	COL5A2	66.80167403982593
COL3A1	FNDC1	66.57180947139588
COL8A1	VCAN	66.54116364033318
RPL26	RPS24	66.43640389489326
COL10A1	COMP	66.34669498649453
SERPING1	CST3	66.08580522635897
OGN	CST3	66.08010303170644
SFRP1	TSC22D1	66.0471049023794
POSTN	COL6A3	65.95573901410778
POSTN	COL8A1	65.91237714848421
BGN	CFD	65.80548805728522
COL15A1	PLXDC2	65.76927884584147
LAMP5	HOPX	65.69129686301426
RPL41	RPL34	65.68730849079682
EMILIN1	ENG	65.68301144387422
RGS5.1	NTRK3	65.67430498385725
C2ORF40	CST3	65.63211103864614
LAMP5	IGFBP5	65.6055333143801
RPLP1	TPT1	65.35078513199932
C3	F3	65.31663101816318
TMSB10	C2ORF40	65.0842537056174
SFRP1	LHFPL6	65.06331191495485
TM4SF1	GPC3	65.02839867410087
RGS5.1	HOPX	64.92817588122064
TIMP1	PPIB	64.77126853726887
SFRP1	ADH1B	64.6371800603367
PLXDC2	COL15A1	64.53238544187847
CAV1	SFRP1	64.34896133507806
VCAN	MOXD1	64.02357517889135
TPT1	RPL3	64.01126936411303
COL3A1	PLXDC2	63.83223933280825
GPC3	CPE	63.7601703520344
IGFBP6	CLU	63.67416617465311
IGFBP6	CFD	63.674074831610845
LAMP5	COL10A1	63.5992540690006
RPS18	RPS12	63.57703650739935
RPS12	RPS6	63.50820723786027
LHFPL6	SLIT3	63.45221319273144
COL3A1	PPIC	63.38747373922668
RPS18	RPLP1	63.36937499458691
HIGD1B	IMPA2	63.28403446852521
RGS5.1	EPAS1	63.225082986326726
LHFPL6	PARM1	63.22054940618672
TIMP1	NNMT	62.84677901591764
RPL41	RPS15A	62.82349528735265
BGN	COL15A1	62.67957722932879
RPL41	RPL38	62.67337158425994
RPS2	RPS6	62.65222513373755
RPL23	RPL27A	62.5207965524715
RGS5.1	MCAM	62.517981203056316
COL4A2	COL3A1	62.36897420259611
RPL41	RPS8	62.19853175815072
IGFBP5	HOPX	61.9020926787249
GPC3	COL15A1	61.88392028891276
RPS18	RPL12	61.86989689607543
HOPX	BGN	61.81794762124726
PDGFRA	SFRP1	61.71270310654865
RGS5.1	ISYNA1	61.65854972958954
COL3A1	CYP1B1	61.380007447206594
RPL41	RPL36	61.334439670479455
TM4SF1	PLAC9	61.313887508457434
RPL39	HLA-C	61.21840006326703
SLIT3	LHFPL6	61.111240394659305
PCOLCE2	S100A10	61.02097011286681
TIMP1	COL1A2	61.0175373637543
COL1A2	GPC3	60.849125144966216
CPE	SLC7A2	60.83166448978667
VCAN	LOXL1	60.756404067122126
RGS5.1	FABP5	60.58998097191195
SLIT3	C2ORF40	60.553351387736484
COL6A3	POSTN	60.5418234837899
TPT1	RPL7	60.463633843824056
MTATP6P1	RPL23	60.44587186228092
CLU	RSPO3	60.300808656233166
NTM	RAMP1	60.20974931585596
RPS23	RPL30	60.1717664163059
LUM	ENG	60.08360198019525
RGS5.1	PLAC9	60.01679699665489
COL3A1	ADH1B	60.01630697167744
IGFBP6	CKB	59.89630616841564
NPY1R	HOPX	59.84080155065217
TM4SF1	CD44	59.823242874201235
LUM	SLC7A2	59.79098970330828
MT2A	CARMN	59.78164894390354
NDUFA4L2	MCAM	59.59289097979291
RPL39	RPL37	59.577518196899916
COL1A1	PPIC	59.469840362751334
POSTN	ANXA5	59.413237146345566
GJA4	RGS5.1	59.35373391044749
RGS5.1	TMEM47	59.34536137464099
S100A6	CFD	59.15106230466439
COL3A1	MMP11	59.148625495521785
JUND	SLC38A2	59.079896199151996
RPS23	RPS8	58.99595999939829
S100A10	CLU	58.97451907255847
RGS5.1	GJA4	58.96852072301721
RGS5.1	MEF2C	58.8848404365193
RPS2	RPS18	58.730286041274056
RPL26	RPS18	58.534883277103354
NDUFA4L2	FABP5	58.46858655191727
HLA-DRA	FP671120.4	58.43507741699555
VCAN	MARCKS	58.39057326903471
LUM	SOD3	58.33596968845295
RSPO3	PCOLCE2	58.3138926253008
RPS2	RPL12	58.197463514165705
LAMP5	COMP	58.10304201122168
RGS5.1	GPC3	58.020897016533425
COL10A1	HOPX	58.017913099751844
RPS18	TPT1	58.01273740526497
RPL41	RPL37A	58.00967377390253
HLA-DRA	MTATP6P1	58.0089149320053
RPL37	RPL34	57.98207761978377
RPL26	TPT1	57.97518898238324
AEBP1	C2ORF40	57.95086311702583
COL1A2	PLXDC2	57.89363750242442
RPL13A	RPS20	57.68322406927065
LUM	SYS1-DBNDD2	57.57444950081972
RPL34	MT2A	57.50036911631552
CTHRC1	TMSB10	57.37387625302713
RPS12	RPL13A	57.16989547287671
RAMP1	COMP	57.07946489434813
BGN	HOPX	57.06045465899584
CPE	ENG	57.05565962766415
APCDD1	IGFBP5	56.95737066471894
COL3A1	WNT4	56.86751018332351
COL3A1	COL10A1	56.768293713289516
RPL13A	RPL27A	56.70330727545922
VCAN	POSTN	56.68469799838724
RPS8	RPL34	56.650150042828635
COL3A1	C2ORF40	56.616715116706686
RPL27A	RPS20	56.55659342586557
HIGD1B	HOPX	56.462981809237476
NNMT	LXN	56.335248827062586
VCAN	COMP	56.30843829133698
COL4A1	MT2A	56.24930528864146
RPL34	RPS8	56.164577053307625
PCOLCE2	IGFBP6	55.88836886737982
MTATP6P1	FP671120.4	55.83129525403195
S100A6	BGN	55.75630125025626
CPE	TNC	55.74213670536129
RGS5.1	IMPA2	55.712168663414985
POSTN	TTC3	55.63436241730496
IGFBP5	COL10A1	55.55947109578985
TM4SF1	DBNDD2	55.4082205806376
LUM	PAWR	55.330857886891216
S100A6	CAV1	55.128421491099566
RPL41	RPL36A	55.07633145976483
TIMP1	ENC1	55.05385610768866
TM4SF1	ISYNA1	55.01443109588356
ZFP36	SLC38A2	54.99520904243632
CPE	SLIT3	54.88121506587142
RPLP1	RPL41	54.52566815119846
SFRP1	MOXD1	54.49539413970392
TIMP1	VCAN	54.48832225306334
RPL12	RPS18	54.416743512296996
CTHRC1	HOPX	54.4064176839693
S100A4	C3	54.39565848638162
TPT1	RPLP1	54.37568512367007
NDUFA4L2	NNMT	54.22714313559942
ENPP1	RAMP1	54.225424513392866
RPL37	RPL41	54.17110378641958
RPL37A	RPL39	54.13713529983256
NPY1R	SFRP1	54.1186485483314
NDUFA4L2	AGTR1	54.099563208855834
RPL34	RPS23	54.09859011369918
HOPX	LAMP5	53.801445490034325
VCAN	COL1A2	53.79398467035304
RGS5.1	NRGN	53.698947002688
RPL34	RPL30	53.66701461696389
VCAN	LAMA2	53.63152568334488
BGN	MMP11	53.57437538263472
VCAN	CTHRC1	53.498915182860365
GPC3	LHFPL6	53.44421067897026
RPL37	RPL37A	53.16807188456047
GPC3	LAMA2	53.13991436473935
LHFPL6	SFRP1	53.059891136538205
CTHRC1	NTM	53.04811544513386
TPT1	RPS6	53.031885100562704
RPS18	RPL26	53.026290127203104
TIMP1	PARM1	52.95926565830595
RPL41	RPLP1	52.89618019020549
RPL37	RPL39	52.80833524004631
CPE	MTATP6P1	52.79135703954871
TM4SF1	SYS1-DBNDD2	52.737604592213245
NNMT	TIMP1	52.73019150175527
CLU	CST3	52.689198030728775
RPL34	RPL37A	52.68568499121254
RGS5.1	RCAN2	52.6607536906605
RGS5.1	JAG1	52.520739031593855
PDGFRA	RGS5.1	52.510026012223506
CST3	GSN	52.48588045320114
S100A6	CRYAB	52.39489433870445
IGFBP6	MIF	52.39121863547568
CTHRC1	TIMP1	52.254431792687576
RGS5.1	GJC1	52.22580022311417
ISLR	TIMP1	52.223951477967525
CLU	IGFBP6	52.122879062091044
RPL23	RPL38	52.04412216112065
RPL39	RPL37A	52.0111597022279
MAP1B	SFRP1	51.98911945139262
IGFBP6	USP53	51.96659752911749
TPT1	CARMN	51.75633628812197
TMSB10	POSTN	51.699451533308604
TM4SF1	SEPT7	51.68546470307223
RPL34	HLA-C	51.39496025669056
RPS12	RPL12	51.23567465779891
COL1A1	CTHRC1	51.08530870848936
EPAS1	CD44	51.064183651451344
LAMP5	APCDD1	51.00293042025539
NDUFA4L2	SEPT7	50.94320032167805
TOB1	TSC22D1	50.93624273504223
RPLP1	RPS24	50.92262293364535
VCAN	FAP	50.90549955169226
RPL34	RPLP1	50.82751319013346
GPC3	CSRP2	50.76923804327388
COL1A2	PPIB	50.756658881883084
COL3A1	FAP	50.712613332439616
NDUFA4L2	SYS1-DBNDD2	50.66222517674494
COL8A1	COMP	50.65699022938362
BGN	CKB	50.56695740214022
RPL34	RPL37	50.56237530026837
RPL34	RPS15A	50.55912549847278
BGN	FHL3	50.53368359842897
TMSB10	ADH1B	50.3668877373519
VCAN	LUM	50.35860851520733
F3	S100A10	50.341633441046994
COL8A1	AEBP1	50.247656178092356
COL1A2	CTHRC1	50.170977122417575
TM4SF1	WNT6	50.11026444153477
EMILIN1	GPC3	50.07423921727291
CTHRC1	ADH1B	50.03214864250945
LUM	CYP1B1	50.01217612773196
RPS8	RPL36A	50.00363941634621
COL10A1	FAP	50.00275914949754
LUM	COL6A3	49.98775959164538
NDUFA4L2	KLHL23	49.92837269509244
ADIRF	RGS5.1	49.92408298123
RPS23	RPLP1	49.91554625562215
VCAN	PPIC	49.9149340018545
RPS12	RPL34	49.911813322533014
COL4A1	BGN	49.88999450253919
CST3	RSPO3	49.78653608794614
COL1A1	FNDC1	49.7476593457303
BGN	COL4A2	49.628202856847246
C2ORF40	CD44	49.56056137754896
CLU	S100A10	49.50526176316444
NTM	TXN	49.39585460441188
HIGD1B	COX4I2	49.35781867067647
NDUFA4L2	IMPA2	49.352159893280906
TM4SF1	ADGRF5	49.28552233241486
CHRDL1	F3	49.28446061886413
RPS23	RPL13A	49.23693827205636
SLIT3	EPAS1	49.21051675833532
RPL23	RPS20	49.15046649982468
RPS15A	RPL28	49.102130350906144
C2ORF40	LXN	49.02893455356221
S100A6	RSPO3	48.998935554728355
RPS23	RPS24	48.98455983552367
RPLP1	RPS23	48.92913278258251
GSN	COL12A1	48.920550801131085
MT2A	HLA-C	48.91626252742606
HOPX	MMP11	48.89010787796906
RPL34	RPS12	48.86055355484505
RPL12	RPL28	48.827815668485094
RAMP1	MOXD1	48.73009824474729
TM4SF1	FHL5	48.70586359920468
LUM	NNMT	48.69770601183449
LUM	CAV2	48.696129217496114
S100A6	CPE	48.695838157932485
NDUFA4L2	GJA4	48.63238713539459
COL1A2	LAMA2	48.587775572613324
RPS23	TPT1	48.51653077684242
RPL41	RPLP2	48.41792472167859
NDUFA4L2	NOTCH3	48.385919370230546
MCAM	RGS5.1	48.332617622771814
FAP	POSTN	48.314880195800704
GPC3	SPON1	48.287604545690385
NDUFA4L2	SFRP1	48.236946539187024
COL10A1	MMP11	48.15908207862802
TIMP1	TMSB10	48.14220463795326
COL3A1	FHL3	47.96514172126348
TM4SF1	FABP4	47.959844990478594
TIMP1	DIO2	47.81271341344534
C3	CHRDL1	47.790380763176636
ANXA5	TNC	47.692381606310285
S100A4	IGFBP6	47.66349765775424
COX4I2	HIGD1B	47.56945586228873
VCAN	COL10A1	47.55169095411151
VCAN	CYP1B1	47.48101009990748
SLC7A2	RSPO3	47.34779865145356
SFRP1	ADGRF5	47.25134365223596
NDUFA4L2	DBNDD2	47.23407355687721
RPL3	RPS2	47.19330020193305
POSTN	COL3A1	47.13234356820101
RPL3	RPS18	47.09934672108299
JUND	TOB1	47.07773642238584
RPS12	RPL26	47.074490865608546
NDUFA4L2	ISYNA1	47.06603747012714
RGS5.1	KLHL23	46.97201187116573
COL8A1	POSTN	46.9570236536015
CAV1	CPE	46.936175795729824
RPS23	RPL34	46.92931426006937
TM4SF1	JAG1	46.89617898591336
C2ORF40	DIO2	46.86546659268551
COL3A1	LOXL1	46.81947567562712
ADH1B	ZFP36	46.74060825868779
CLU	C3	46.71973423516701
RPL23	FP671120.4	46.68798001504059
COL1A2	B2M	46.64125634321851
COL4A2	BGN	46.550528479770996
VCAN	CDH11	46.517639667614226
CLU	S100A6	46.47965446826415
C3	S100A4	46.47553230820016
CLU	CFD	46.46154811076736
RPL26	RPL3	46.44477384924436
RPS15A	RPL41	46.43109998967861
RGS5.1	AGT	46.41949515313479
MT2A	MTATP6P1	46.355055358374166
PLXDC2	ENG	46.347520226596025
LHFPL6	EBF1	46.30734924072938
POSTN	ADH1B	46.303600399248225
MT2A	TSC22D1	46.25599784799897
GSN	FP671120.4	46.148875591270844
RPL39	RPS8	46.14425007828366
TPT1	RPL27A	46.06481937007508
COL1A1	TMSB10	46.0572963198023
TPT1	RPL23	45.974741770377285
EPAS1	B2M	45.95798791830994
CHRDL1	C3	45.94830815973715
S100A4	CHRDL1	45.80904080394949
CPE	EMILIN1	45.720892080371634
BGN	MARCKS	45.71273170517176
LUM	SLC25A4	45.707480062774266
COL6A3	COL1A1	45.62636348367
COL4A1	ADGRE2	45.59084664241613
C2ORF40	FABP4	45.53531344913457
RPS6	RPS18	45.53374354913789
RSPO3	OGN	45.50033408212739
COL3A1	TMSB10	45.48369480125947
RGS5.1	ENG	45.43172519253842
GJA4	LUM	45.416542969366226
CPE	MOXD1	45.40882449990294
RPS20	RPL27A	45.40589574433946
RSPO3	CST3	45.3998127524391
HOPX	MT2A	45.36693024696957
NDUFA4L2	PLAC9	45.366333302442236
TIMP1	NDRG2	45.354210654405435
COL15A1	MIF	45.2512622170656
SOD3	LHFPL6	45.202946754963364
TM4SF1	EMILIN1	45.144420124928196
RPL26	RPL12	45.126881045982486
COL15A1	BGN	45.05619019800131
BGN	COL4A1	45.04047593172174
RGS5.1	ESAM	44.994628144538495
ADIRF	SFRP1	44.933363635697084
CTHRC1	COL8A1	44.88527521952914
TIMP1	OSTC	44.87742150887276
ANXA5	COL6A3	44.853127854725024
USP53	RSPO3	44.79079941979042
IGFBP6	C3	44.78423053916142
C2ORF40	TMTC1	44.71016259021261
VCAN	EPAS1	44.704766548687296
SLIT3	NPY1R	44.57691770808928
CPE	CAV1	44.56822915737177
RPL34	RPLP2	44.558427524472066
TM4SF1	C2ORF40	44.53505164651654
PCOLCE2	CLU	44.43839419838838
GPC3	SOD3	44.42357861200312
RPS24	RPLP1	44.41164415988108
COX4I2	NDUFA4L2	44.402294426640765
RPS18	RPL7	44.38887253813585
IGFBP5	LAMP5	44.38135295900788
NDUFA4L2	MEF2C	44.29721524587225
BGN	SFRP1	44.28963159017668
ADIRF	CSRP2	44.24864561771563
PLXDC2	GPC3	44.24728403750193
C2ORF40	SEPT7	44.20160322012833
RPL26	RPS12	44.11216703742253
RPL41	RPL30	44.10173150183279
LUM	MEF2C	44.025578911624976
COL1A1	BGN	44.0170457706719
FAP	COL3A1	43.98651274851259
IGFBP5	C2ORF40	43.938904992505314
RGS5.1	CAV1	43.859457080258245
S100A10	BGN	43.79333869062719
LUM	LAMA2	43.71780150936302
RPLP1	RPL12	43.69229159895292
MARCKS	PLXDC2	43.652722746792314
EPAS1	NPY1R	43.57837384875126
RGS5.1	PARM1	43.52849359456077
MT2A	HOPX	43.5075363610289
RGS5.1	FHL5	43.496847188807976
RPS24	RPS12	43.39798824821712
IGFBP6	CHRDL1	43.33810916213967
EMILIN1	MIF	43.22130476394412
RPL37	RPL38	43.200351942584454
COL8A1	TIMP1	43.12255563801716
RAMP1	CDH11	43.08937538157481
S100A6	CLU	43.045693502804085
RPS2	C2ORF40	43.04311979024926
OGN	RSPO3	43.018795644282335
COL3A1	EGR2	42.90378807375242
COL1A1	C2ORF40	42.81129234755802
POSTN	LAMP5	42.60020678809087
INHBA	TNC	42.54112262449903
TM4SF1	SLIT3	42.529989872662654
RPL37	RPL36A	42.524096705799316
COMP	LAMP5	42.489388188209844
S100A6	CST3	42.375627943418
CPE	MAP1B	42.31027620148431
RPS12	RPL28	42.27655528574908
RPS2	RPL28	42.25436928497852
F3	IGFBP6	42.24370514091154
S100A6	MIF	42.21660840782152
CARMN	MT2A	42.213968635411604
CTHRC1	COMP	42.197214885443195
RPL37A	RPL37	42.18810905269815
COL1A1	ADH1B	42.15133875888936
EMILIN1	PPIB	42.14640237252035
RPL34	RPL36A	42.115702579895164
RPS18	RPL28	42.09458095822866
GPC3	B2M	42.07895660693145
RPL41	MT2A	42.0542841530076
COL15A1	EMILIN1	42.050142721246175
RPL3	TPT1	41.98349567388253
GPC3	ADIRF	41.977199684009335
